segment_117|raaptii nadiile chirera gaeko yo upatyakaalaaii nepaalako sababhandaa laamo mahendra raajamaargale sameta bichaibaata kaatchha
segment_118|bharata raabalako janma suduurapashchima nepaalako achhaama jillaamaa bhaeko ho
segment_119|yasalaaii anggrejiimaa blyaakahededa muniyaa bhaninchha
segment_120|maayaadebii garbhinii abasthaamaa maaita arthaat raamagraama jaana laagdaa iisaapuurba chha saya tehisamaa lumbiniimaa siddhaartha gautamako janma bhaeko thiyo
segment_121|trubedara kabitaako sarakshaka
segment_122|naitika kathaa saahityamaa yasako sthaana pahilo maaninchha
segment_123|keralako aayurbeda chikitsaa paramparaa shataabdiiyaudekhi chaldai aaeko chha
segment_124|san unnaaisa saya athahattaramaa kimale oka unakii patnii choihiilaaii apaharana garne aadesha dinu bhaeko
segment_125|sudaama thaapaa ra sindhu mallabicha bhaeko ramaailo kuraakaanii abashya hernuhos
segment_126|unale paartii senaa janataako surakshaa garnuparchha majabuta banaaunu parchha
segment_127|maile kasailaaii shikshaa die aaphno ranga thoparne duraagraha raakheko chhaina
segment_128|debaraaja bhattako janma suduurapashchima nepaalako dotii jillaamaa bhaeko ho
segment_129|bikipidiyaa lekhamaa jodine kyuaara koda
segment_130|kaalpanika rolapleinga khela
segment_131|bhaaratiiya saamaajika udyamii
segment_132|kima jonga unale aaphai shaasana chalaauna nasakunjela sammakaa laagi taayaka naayabii rahane katipaya bishleshakako anumaana
segment_133|belaayatako landanako bestaministaramaa raheko englikana charcha
segment_134|jarmaniiko uttara raainabestapheliyaa raheko jillaa
segment_135|premaraaja khatriiko janma suduurapashchima nepaalako baitadii jillaamaa bhaeko ho
segment_136|g‍lenarii hotalako dui resturenta chhan eutaa rishi rodamaa arko angadena rodamaa
segment_137|dakshina amerikaako endesa kshetramaa paribaarale mukhyataa boleko bhaashaa
segment_138|armeniyaako bimaanaharuuko suuchii
segment_139|kinga liyara mahaan anggrejii naatakakaara biliyama sheksapiyaradbaaraa likhita bishba prasiddha naataka
segment_140|saathii murii phalne jaggaa rekara garaaepachhi subbaa niyukta garinthyo
segment_141|kichakabadha bhanne thaau jhaapaa jillaako prithbiinagara gaabisamaa chha
segment_142|muraliidhara abasthiiko janma suduurapashchima nepaalako baitadii jillaamaa bhaeko ho
segment_143|daamodara kunda nepaalako pashchimaaynchala bikaasa kshetrako dhaulaagirii aynchalako mustaanga jillaamaa abasthita hindu dharmaabalambiiharuuko nikai mahattbapuurna maanine kunda ho
segment_144|chhayaalisau ephaaaiesa alpaaina ski bishba kapa mausama
segment_145|sibhila baingka limitedale sibhila kyaapitala maarketa limitedalaaii sahaayaka kampanii banaaune sambandhamaa samjhautaa gareko chha
segment_146|amerikii charitra abhinetaa ra aabaaja abhinetaa
segment_147|phraanselii ebbota kabi ra sanggiita byabasthaapaka
segment_148|yutisiiko eghaarako samaya aphaseta suchaka
segment_149|ekachaalisau ephaaaiesa alpaaina ski bishba kapa mausama
segment_150|aaisa hakii chyaampiyanasipa
segment_151|rusako sangghiiya bishaya rusako kraai
segment_152|baainarii taaraaharuuko barga
segment_153|unnaaisa saya chhayaanabbe ra santaanabbemaa kolambiyaalii phutabala byaabasaayikako pahilo shrenii
segment_154|tii madhye eka prajaatimaa jiibaanuko sakramana pachhi roga laagdaina jiibaanulaaii jiibanta raakhne kaama garchha
segment_155|keshaba upretiiko janma suduurapashchima nepaalako dadeladhuraa jillaamaa bhaeko ho
segment_156|kaasagaja bhaaratakaa saharaharuu madhyeko eutaa sahara ho
segment_157|baahrau shataabdiikaa phraanselii lekhaka ra dharmashaastrii
segment_158|unale saanaidekhi chhoraalaaii netaakaa ruupamaa aghi saareko pani bibhinna riporta aaeko chha
segment_159|bharata sitaulaa nepaalakaa papa gaayaka hun
segment_160|mahaakaalii aynchala aayurbeda aushadhaalayamaa chikitsaka sebaa suru nikai barsha bhaisakeko chha
segment_161|sthaapanaa kaaladekhi nai saipaala ekedemiile raashtriya tathaa sthaaniiya sipalaaii badhaabaa didai aaeko chha
segment_162|yasalaaii anggrejiimaa blyaaka baaja bhaninchha
segment_163|godaabarii kshetramaa bibhinna praakritika ramaniiya kshetraharuu chhan
segment_164|mahendra bika deudaa giiti elbamaharuuko sampaadana kaarya garne gardathe
segment_165|aphrikii greta leka
segment_166|chalachitraharuuko bishleshana ra muulyaangkana
segment_167|duii hajaara baahrako yukrena sasadiiya nirbaachana
segment_168|jhangkara thaapaako janma suduurapashchima nepaalako achhaama jillaamaa bhaeko ho
segment_169|pubaamaaii nadii ilaama jillaakaa chaara pramukha nadiimadhye eka ho
segment_170|shiiramemoriiyala aspataalamaa dekhaa pareko samasyaa yo bhandaa aghi kunai pani aspataalamaa dekhieko thiena
segment_171|narendra raaja regmii gaayikaa maynju mahata tathaa naayikaa suminaa ghimireko bishesha prastuti bhayo
segment_172|bhakta bahaadura dhaamiiko janma suduurapashchima nepaalako dotii jillaamaa bhaeko ho
segment_173|amerikii gaayaka giitakaara
segment_174|telika antarraashtriya modela anggrejii skula eutaa uchchastarako skula ho
segment_175|phraanselii kabi ra trabhara
segment_176|bimalaa pantako janma suduurapashchima nepaalako dadeladhuraa jillaamaa bhaeko ho
segment_177|uttarii itaaliimaa raheko bhenetoko sahara
segment_178|yutisiiko chaara saya tiisa pataka aphaseta suchaka
segment_179|rusako jillaamaa raheko saharii ilaakaa
segment_180|astreliyaalii pharmulaa bana chyaampiyana
segment_181|kaalotaauke mattaa nepaalamaa paaine eka prakaarako charaako naama ho
segment_182|momo staara resturentamaa paaine momo anya thaaumaa paainebhandaa nikai pharaka chha
segment_183|kaaryaalayakaa nimitta pramukha lokaraaja panta ra suuchanaa adhikrita sharmaa raksaulamaa raheko bhaaratiiya bhansaara kaaryaalayamaa gaekaa thie
segment_184|jarmaniiko kolonako sahara kbaatara nambara paacha saya saata
segment_185|uhaale raashtriya naachagharamaa jaagira khaadaa nai kalaakaaritaa suru garnubhaeko
segment_186|amerikii byabasaayii ra raajaniitijyna
segment_187|biipii koiraalaa sbaasthya bijynaana pratishthaana puurbaaynchalako dharaanamaa abasthita chha
segment_188|madhyamapashchimaaynchala kshetriiya aspataala madhyamapashchimaaynchalako surkhetamaa abasthita chha
segment_189|kolambiyaalii lekhaka ra patrakaara
segment_190|puspaa boharaako janma suduurapashchima nepaalako daarchulaa jillaamaa bhaeko ho
segment_191|san unnaaisa saya athaasii maa krisa paribaara honolulu habaaiimaa basaaisaraai garekaa thie
segment_192|uhaa barishtha kalaakaara hariprasaada rimaalakii shriimatii hunuhunchha
segment_193|aaphno abhibyaktimaa ma imaandaara chhu
segment_194|jillaa aayurbeda sbaasthyakendrale jillaamaa bhaekaa anya kendraharuulaaii aabashyaka aushadhi pradaana garchha
segment_195|phrensa kichana resturentako sthaapanaakaa saathai eutaa nayaa aayaama pani thapieko chha
segment_196|panautii jaatraamaa bhairaba bhadrakaalii jaatraa hunchha
segment_197|bihiibaara suru hune saadhaarana barsha
segment_198|itaaliyana chitrakaara ra sagiitakaara
segment_199|puurbottara polyaanda ra rusamaa raheko nadii
segment_200|eutaa shoshita piidita rushta abhibyaktilaaii tapaaii sunnos
segment_201|chubhaasa ganatantrako raajadhaaniiko kendriiya rusamaa raheko sahara
segment_202|ilektronaharuu protanaharuu ra nyutronaharuu bhandaa anya kehii sangkuchita bhaeko taaraako prakaara
segment_203|kiraatabhitra dherai tharaharuu raheko hunaale bibhinna bhaashaa lipi saskritiharuu rahekaa chhan
segment_204|phraanselii nana lekhaka biddhaana ra abbesa
segment_205|nepaalii bhaashaakaa nibandha lekhaka tathaa madana puraskaara pustakaalayakaa sasthaapaka diikshitale banaarasa hindu bishbabidyaalayabaata snaatakaapaadhi praapta garekaa chhan
segment_206|sayukta raajya amerikaako kyaaliphorniyaako lasa enjalasamaa raheko nijii anusandhaana bishbabidyaalaya
segment_207|sbastika aaitiile anumati lieko chha
segment_208|shakti sagamatantra tathaa baraaha puraanamaa gokarneshbara jaleshbarako mahaatmyako barna gariekole yahaako gokarna nikai praachiina tiirtha raheko bujhinchha
segment_209|yasa jillaalaaii trichaalisa gaabisa eutaa upamahaanagarapaalikaa eutaa nagarapaalikaa tehrabataa ilaakaa chaarabataa nirbaachana kshetramaa bibhaajana gariyo
segment_210|bikimidiyaa bahubikalpii prishtha
segment_211|komala niraulaa puraanaa gaayaka hun
segment_212|unakii aamaa ilakii sabaibhandaa manaparne shriimatii bhaeko bataaieko chha
segment_213|rasiyaako kaalininagraada oblaastamaa raheko nadii
segment_214|ekarsa spektrala bargiikaranamaa jyoti barga dbitiiya bhaeko taaraa
segment_215|unale mitrataa todne kramamaa aaphnaa baalasakhaa premadhbaja pradhaanasaaga pani durii badhaae
segment_216|raajaa jynaanendra shaahale daaijo bakasa dieko gharajaggaa jabarajastii sarakaarii trastamaa raakhieko bhandai puurbaadhiraajakumaarii preranaaraajyalakshmii siha nyaayakaa laagi sarbochcha adaalata pugin
segment_217|lumbinii aynchala aayurbeda aushadhaalayale yasa kshetrakaa janataalaaii nikai raamro sebaa pur‍yaaeko chha
segment_218|jamaaikana amerikii mahilaa chaara saya mitara olampika dauda
segment_219|phraanselii haasyakalaakaara ra abhinetaa
segment_220|kaaliibagaabaata praapta hala akita rekhaaharuu praapta bhaekaa hun yo siddha gardachha yahaakaa maanaba krishaka thie
segment_221|paacha aakaashagagaako samuuha
segment_222|khela jasamaa bala uchcha gola postamaa gola garna puurna tolii hunchhan
segment_223|duii hajaarako aitihaasika upanyaasa
segment_224|kyubaako sinaphuegosa praantamaa raheko sahara
segment_225|gaayana kshetramaa ramesha sunaarako mahattbapuurna yogadaana chha
segment_226|unnaaisa saya atsatthiimaa kolambiyaalii phutabala byaabasaayikako pahilo shrenii
segment_227|khaakiiko paainta tyahii rangako jyaaketamaa dekhine kimako pahirana bishbamai hita bhayo
segment_228|yasa lekhamaa shaahakai matalaaii thapa pushti garine prayaasa garieko
segment_229|chetabahaadura taamraakaarako janma suduurapashchima nepaalako dotii jillaamaa bhaeko ho
segment_230|bishesha yaantrikataa bhaeko ra khagoliiya jaanakaarii pradarshana garne ghadii
segment_231|tii duii netaale kiyabhamaa tayaara paarieko eka shaanti prastaabalaaii masko laijaadaichhan tara tyasako bibaranaharu bhane saarbajanika garieko chhaina
segment_232|araniko raajamaarga khulnu puurba nagarakota kaathamaadau upatyakaakaa puurbii jillaaharuukaa laagi eutaa prasiddha naakaako ruupamaa raheko thiyo
segment_233|pumorii parbata sagaramaathaa dekhi aatha kilomitara pashchimamaa aabasthita chha
segment_234|bhojapura jillaa aspataalako nirmaana huna laagiraheko bhabanako budhabaara shilanyaasa garieko chha
segment_235|jarmaniiko maarkiskara kreisamaa raheko nagarapaalikaa
segment_236|amerikii abhinetrii ra gaayakagiitakaara
segment_237|raato haaiparajenta taaraa
segment_238|nepaalamaa haala thuprai nijii saamudaayika tathaa sarakaarii aspataala rahe
segment_239|yahaako s‍thaaniiya raksii baajaraamaa bandachha baasakaa bhaadaamaa paskiinchha
segment_240|phraanselii praakritika bisheshajyna ra kiraako bisheshajyna
segment_241|amerikii sainya naataka baa praharii prakriyaagata kaalpanika telibhijana shrrikhalaa
segment_242|kalakabahaadura pariyaarako janma suduurapashchima nepaalako bajhaanga jillaamaa bhaeko ho
segment_243|tribhubana chandra militarii aspataalale sainika jabaana tathaa uniiharuukaa paribaarajana pani upachaara garne gareko chha
segment_244|rusii chitrakaara ra graaphika kalaakaara
segment_245|yutisiiko dasako samaya aphaseta suchaka
segment_246|tistaa nadiimaa romaanchaka khela raaphtingako suruaata garieko
segment_247|nirdhaarana garne jasale sampattiko gunadbaaraa sangkhyaa parimaarjana garchhan
segment_248|khaaste taala nepaalamaa kaaskii jillaabhitra lekhanaatha nagarapaalikaakaa saata taalamadhye eutaa taala ho
segment_249|aajasamma yahaako saahityako praarambhika abasthaako baaremaa prakaasha paarna yasto kunai grantha praapta bhaeko chhaina
segment_250|saarka kshayaroga kendra nepaalamaa rahekaa chha ra yasale saarka kshetrakai kshayarogiiharuuko upachaara gardachha
segment_251|yii kshetramaa saamaanya philaaita samuuhakaa chattaana
segment_252|jarmaniiko uttara raainabestapheliyaako jillaamaa raheko nagara
segment_253|kuntii thagunnaako janma suduurapashchima nepaalako daarchulaa jillaamaa bhaeko ho
segment_254|chandrasi saaudako janma suduurapashchima nepaalako dotii jillaamaa bhaeko ho
segment_255|sbijaralyaandamaa aupachaarika shikshaa ana maatribhaashaasaagai agrejii jarmana raamrosaaga bolna saknuhunchha
segment_256|piidita kalaakaara ebam gaayaka sugama pokharelale dherai giitaharuu gaaekaa chhan
segment_257|sthaliiya gulaabii grilda chyaauko jinasa
segment_258|bauddha bashaabaliiharuumaa saatau kiraatii raajaa jitedaastiiko samayamaa gautama buddha nepaala khaaldomaa aaeko prasangga ullekha paainchha
segment_259|puraano phraanselii troubhara
segment_260|chhuttiiko samayamaa krisale nyuyorka ra bostanamaa staarakidako pahilo raashtriya kansarta tura da spesa turamaa bhaaga lie
segment_261|duii aayaamika bhektara ra graaphiksakaa laagi khulaa maanaka
segment_262|sanggiita jagatakaa prasiddha sanggiitakaara bhaktaraaja aachaarya bhaekaa thie
segment_263|dherai samayaabadhimaa puurba kolambii maso amerikaako itihaasa bhaagaharuu
segment_264|pabitra bhandaariiko janma suduurapashchima nepaalako achhaama jillaamaa bhaeko ho
segment_265|praarambhika itaaliyana renaasaainsa chitrakaara
segment_266|brena dijita aaitii salusana baarshika ruupamaa karodauko munaaphaa kamaaeko chha
segment_267|lyaatina giita kabi
segment_268|pahile kamajora bhaisakekaa uttarakaa phasalako abasthaa jhana khaskiyo
segment_269|slobheniyaaii pashushaastrii ra paaristhitika shaastrii
segment_270|kapilabastu jillaako uttarii kshetramaa mahendra raajamaarga tathaa sandhikharka sadakamaa raheko gorusinge bajaara yasa kshetrako pramukha byaapaarika kendra ho
segment_271|gautama buddha bimaanasthala nepaalako raajadhaanii kaathamaadaubaata duii saya nabbe kilomitara taadhaa sidaarthanagaramaa raheko bimaanasthala ho
segment_272|phraanselii charana ra praarambhika philma abhinetrii
segment_273|madhyayugiina gaayaka baa sanggitakaara
segment_274|arabii aitihaasika ra puraataatbika sahara
segment_275|paynchakanyaa shabdale bibhinna artha dina sakchha
segment_276|dakshina aphrikaako pashchimii kepamaa raheko sahara
segment_277|puraatana grika chikitsaka
segment_278|unnaaisa saya biisako jarmana philma
segment_279|kichchaka badhako utkhananamaa puraataatbika saamaagrii phelaa parekole eutaa sabhyataako binaasa arko sabhyataako bikaasa bhaeko bataainchha
segment_280|ekamaatra aphrikii thulaa taalaharuu
segment_281|huudamaa basaaii sarii aaune paryataka charaaharuule biisahajaarii taala jagadiishapura taala tathaa ghodaaghodii taala lagaayatakaa kshetramaa aaphnaa hiude baasa bisaauchhan
segment_282|amerikii telibhijana shrrikhalaaharuuko episodako suuchii
segment_283|renu bishta kesii nepaalii gaayikaa hun
segment_284|dhanaa joshiiko janma suduurapashchima nepaalako bajhaanga jillaamaa bhaeko ho
segment_285|spenako madridako chamartinako chhimekii jillaa
segment_286|britisa endaai raka samuuha
segment_287|aayurbeda aspataalamaa dheraile upachaara nagaraae pani aajabholi yasako lokapriyataa badhieko chha
segment_288|ekiikrita kshetriiya chipa nihita kampyutara prosesara
segment_289|kiulako puurbamaa barubaa gaabisa pashchimamaa mahaakaala gaabisa uttaramaa helambu gaabisa dakshinamaa paalchoka gaabisa
segment_290|rusako ganatantra ra sangghiiya bishaya
segment_291|philipinsako bukindonana praantamaa raheko sahara
segment_292|sinetara ra romana saamraajyako itihaasakaara
segment_293|raama haardabeyara enda mesinarii saplaaryasale nirmaana sambandhii aabashyaka sabai khaale saamaana bikrii garchha
